"id","name","number_of_seasons","number_of_episodes","original_language","vote_count","vote_average","overview","adult","backdrop_path","first_air_date","last_air_date","homepage","in_production","original_name","popularity","poster_path","type","status","tagline","genres","created_by","languages","networks","origin_country","spoken_languages","production_companies","production_countries","episode_run_time"
"63495","SCHOOL-LIVE!","1","12","ja","116","8.556","Yuki Takeya, Kurumi Ebisuzawa, Yuri Wakasa, and Miki Naoki decide to stay over at school. Along with the school adviser Megumi Sakura, they suddenly find themselves to be the final survivors of a zombie attack, and continue to live and survive at the school.","False","/lmiJDVIrcwp7062c0HbnIZ2dmQS.jpg","2015-07-09","2015-09-24","http://gakkougurashi.com","False","がっこうぐらし!","10.557","/46C5g7zAN4KHfZQBaJamyWia8l0.jpg","Scripted","Ended","","Animation, Drama, Mystery, Sci-Fi & Fantasy","","ja","AT-X","JP","日本語","Lerche","Japan","24"
"66599","Private Eyes","5","60","en","116","7.366","Ex-pro hockey player Matt Shade irrevocably changes his life when he teams up with fierce P.I. Angie Everett to form an unlikely investigative powerhouse.","False","/3gRDZotvt7FqNyTU4bU9S2OCEPi.jpg","2016-05-26","2021-08-26","https://www.globaltv.com/shows/private-eyes/","False","Private Eyes","33.718","/yPt9IuY2D8g6Lpwh8O8wCDixzt9.jpg","Scripted","Canceled","","Crime, Drama","Shelley Eriksen, Tim Kilby","en","Global TV","CA","English","Entertainment One Television","Canada","43"
"70639","WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us?","1","12","ja","116","8.164","The fleeting and sad story about little girls known as fairy weapons and an associate hero that survived. This is a world after it was attacked by unidentified monsters known as beasts and many of the species in the world, including humans, had been destroyed. The species that had managed to survived left the ground and were living on a floating island called Regal Ele. Willem Kmetsch wakes up above the clouds 500 years later and couldn’t protect the ones who he wanted to protect. Actually, he was living in despair because he was the only survivor.","False","/y0SwJxgPOaX9VN94xIIrcYoI0FQ.jpg","2017-04-11","2017-06-27","http://sukasuka-anime.com","False","終末なにしてますか？忙しいですか？救ってもらっていいですか？","18.828","/3ovabijZNSSXBAloBFzUVqmmLXC.jpg","Scripted","Ended","","Animation, Action & Adventure, Sci-Fi & Fantasy, Drama","","ja","AT-X","JP","日本語","SATELIGHT, SATELIGHT, C2C","Japan","24"
"6647","The Bold and the Beautiful","37","7296","en","116","5.569","Continuing drama combining romance and intrigue set against the glittering backdrop of Beverly Hills and the American fashion industry.","False","/2DxTaDzhtPbF53blqeJTyMVtRkf.jpg","1987-03-23","2023-09-25","http://www.cbs.com/daytime/the_bold_and_the_beautiful/","True","The Bold and the Beautiful","179.369","/8EzeAbyorB9vE0dnzMg0cyqSm8E.jpg","Scripted","Returning Series","","Soap, Drama","William J. Bell, Lee Phillip Bell","en","CBS","US","English","Bell-Phillip Television Productions","United States of America","20"
"208730","Romantic Killer","1","12","ja","116","8.655","Living her best single life, romance is the last thing on Anzu's mind — until a tiny match-making wizard suddenly turns her life into a clichéd romcom.","False","/vy4ogEDRNuwIzMa9Sz0JihnKlqV.jpg","2022-10-27","2022-10-27","https://www.netflix.com/title/81318888","False","ロマンティック・キラー","37.202","/ocCtP4MdXE0keyfmrt6X4JRbhmy.jpg","Scripted","Ended","","Animation, Comedy","","ja","Netflix","JP","日本語","domerica, Netflix","Japan","27"
"34356","TRON: Uprising","1","18","en","116","7.539","Taking place some time between 'Tron' and 'Tron: Legacy', 'Tron: Uprising' tells the story of Beck, a young program who becomes the skillful leader of a revolution inside the computer world of The Grid.","False","/b3HNbmtOfskwhD9TMMbcyVa3xWm.jpg","2012-06-07","2013-01-28","http://disneyxd.disney.com/tron-uprising","False","TRON: Uprising","13.583","/9KuIDiBuWQ5VjezynTZ8YJCPBsL.jpg","Scripted","Ended","","Action & Adventure, Animation, Sci-Fi & Fantasy","Edward Kitsis, Adam Horowitz","en","Disney XD, Disney Channel","US","English","Sean Bailey Productions, Disney Television Animation","United States of America","22"
"111894","Night Sky","1","8","en","116","7.069","Irene and Franklin York, a retired couple, have a secret: a Chamber buried in their backyard that miraculously leads to a strange, deserted planet. When an enigmatic young man arrives, the Yorks quiet existence is upended and the mysterious Chamber they thought they knew so well turns out to be much more than they could have ever imagined.","False","/gWXJk4zpVE1T7g78orYqDoWwQfI.jpg","2022-05-19","2022-05-19","https://www.amazon.com/dp/B09Q21THBW","False","Night Sky","12.072","/juwOjcai3aYJvybwAhLS79miHq1.jpg","Scripted","Canceled","","Sci-Fi & Fantasy, Drama","Holden Miller","en","Prime Video","US","English","Legendary Television, Amazon Studios, Mosaic","United States of America","54"
"117987","You Are My Hero","1","40","zh","116","7.9","A story that follows Mi Ka, a new resident at the hospital who meets special ops agent Xing Kelei during an emergency rescue training organized by the SWAT team.","False","/bVP7mU2bL766SYaCOx669P9YZZ3.jpg","2021-03-11","2021-04-08","","False","你是我的城池营垒","11.758","/2PD3rQ218D4C0cgCNoQvJLAYDRf.jpg","Scripted","Ended","","Drama","Mu Qingyu","zh","Tencent Video","CN","普通话","","China","45"
"133357","The Billion Dollar Code","1","4","de","116","8.121","In 1990s Berlin, an artist and a hacker invented a new way to see the world. Years later, they reunite to sue Google for patent infringement on it.","False","/ddFwgyFvaiN5VvUhX0CJBOhlADQ.jpg","2021-10-07","2021-10-07","https://www.netflix.com/title/81074012","False","The Billion Dollar Code","13.286","/9EQLnJp0aBuuBdudJ67osS7Bicq.jpg","Miniseries","Ended","","Drama","Robert Thalheim, Oliver Ziegenbalg","en, de","Netflix","DE","English, Deutsch","","Germany","66"
"331","America's Next Top Model","24","310","en","116","5.31","Aspiring models compete for a chance to break into the business with a panel of judges critiquing their progress throughout the competition.","False","/qT9O4Qfcc5v2YAgFmcuCow02Aai.jpg","2003-05-20","2018-04-10","http://www.vh1.com/shows/americas-next-top-model","False","America's Next Top Model","27.894","/47EIfjYrT80AOfpAIkvSxdpwGOv.jpg","Reality","Ended","","Reality","Tyra Banks","en","UPN, The CW, VH1","US","English","Bankable Productions, 10 by 10 Entertainment","United States of America","42"
"80730","Who Is America?","1","7","en","116","7.431","A satirical half-hour series from comedian Sacha Baron Cohen exploring the diverse individuals, from the infamous to the unknown across the political and cultural spectrum, who populate our unique nation.","False","/4zhHLDXSzJszkzNtVPxP05J7MAU.jpg","2018-07-15","2018-08-26","http://www.sho.com/who-is-america","False","Who Is America?","10.383","/c9mfeInTpaaft7FzbeAdTj1eCAt.jpg","Reality","Ended","","Comedy, News","Sacha Baron Cohen","en","Showtime","US","English","Showtime Networks","United States of America","30"
"4349","Melrose Place","7","226","en","116","5.763","Follow the lives of a group of young adults living in a brownstone apartment complex on Melrose Place, in Los Angeles, California.","False","/1SUer2UeRe4LFxil6LJo60KoQrX.jpg","1992-07-08","1999-05-24","","False","Melrose Place","31.194","/kIc03DwT3DPd48lKlbpyPxx3O1S.jpg","Scripted","Ended","At Melrose Place, no one is innocent.","Drama, Soap","Darren Star","en","FOX","US","English","Darren Star Productions, Spelling Television","United States of America","44"
"67048","Barakamon","1","12","ja","116","8.026","After punching a famous curator in the face for criticizing his work as ""textbook and lifeless,"" Handa Seishuu is sent to Gotō Island to calm his nerves and find new inspiration for his calligraphy. Growing up in the city all his life, though, Handa must adapt to country life while meeting an assortment of quirky people during his tenure.","False","/jaAVxACOewZ58B9vRnLcci2rWDZ.jpg","2014-07-05","2014-09-27","http://www.vap.co.jp/barakamon/","False","ばらかもん","9.748","/ywV0aVUbJy7FOt3BOjh1KVq5WaO.jpg","Scripted","Ended","","Animation, Comedy, Family","","ja","Nippon TV","JP","日本語","Nippon Television Network Corporation, Kinema Citrus, VAP","Japan","23"
"115970","50M²","1","8","tr","115","7.448","Seeking to uncover the truth about his past, a henchman betrays someone close to him and assumes a new identity in a small Istanbul neighborhood.","False","/kY1s5oWOxXOInWlY02TXrM7s2rT.jpg","2021-01-27","2021-01-27","https://www.netflix.com/title/81103322","False","50M²","9.99","/hQfJUnWtl2GfqkJufSKuYqOl70o.jpg","Scripted","Ended","","Crime, Mystery","Burak Aksak","tr","Netflix","TR","Türkçe","BKM","Turkey","49"
"7330","Iron Man: Armored Adventures","2","52","en","115","7.5","Iron Man: Armored Adventures is a 3D CGI cartoon series based on the Marvel Comics superhero Iron Man. It debuted in the USA on the Nicktoons on April 24, 2009, and has already begun airing on Canadian network Teletoon. Iron Man: Armored Adventures aired on Nickelodeon on July 4, 2009 until September 12, 2009. The series is story edited by showrunner Christopher Yost, who also worked on Wolverine and the X-Men, and numerous other Marvel Animation projects. The television show is not related to the 2007 animated film The Invincible Iron Man; It has a different voice cast, but some story elements are similar and the show uses the same musical score as the film in some instances. It is the first Iron Man television series since Iron Man from 1994–1996, and started airing after the success of the live action Iron Man film.

The series follows the adventures of teenage child prodigy Tony Stark and his alter ego of Iron Man. As Iron Man, he uses his technological inventions to fight various similarly technologically advanced threats. His friends, James ""Rhodey"" Rhodes and Pepper Potts help him on his courageous, and dangerous adventures.","False","/geoJ7FkV4NXAhZ7pYNCOWGYEBLV.jpg","2009-04-24","2012-07-25","http://www.dataquestinfoway.com/Website/3d_ironman.html","False","Iron Man: Armored Adventures","25.183","/uwMIL8PR1jHpHQksIq7kzdeqg2A.jpg","Scripted","Ended","","Animation, Action & Adventure, Sci-Fi & Fantasy","Alexandre de La Patellière, Craig Kyle, Christopher L. Yost, Romain Van Liemt","es, en, cs","Nicktoons","US","Español, English, Český","Marvel Entertainment, Marvel Animation, Method Animation, DQ Entertainment, LuxAnimation, Fabrique d'images","India, Luxembourg, United States of America","22"
"137569","Elite Short Stories: Phillipe Caye Felipe","1","3","es","115","6.726","Away from school, during the winter holidays, three new stories take place while the Las Encinas students celebrate Christmas.","False","/ueMwQboDdXmCup8VDkNZwB8WFfH.jpg","2021-12-15","2021-12-15","https://www.netflix.com/title/81418055","False","Élite Historias Breves: Phillipe Caye Felipe","9.368","/2i8blnrndrDFfo4T9LdbxseRp3d.jpg","Miniseries","Ended","","Mystery, Comedy","","es","Netflix","ES","Español","","Spain","15"
"153205","Love Once Again","1","18","zh","115","7.0","When love and bread become conflicts, what will you choose? Lin Nuan Nuan dreams of becoming a professional manager, but when her relationship fails, she chooses to concentrate on her efforts and puts the option of ""falling in love"" out of her life plan. Shi Guang, Lin Nuan Nuan's childhood friend, his father's irresponsibility to the family, during that day, Lin Nuan Nuan was the first person in his life can make him feel the warmth. Therefore, his only target is to realize her dream. Finally, with Lin Nuan Nuan's encouragement, he started to face what he really want. But, taking the first step in pursuing the dream meant he have to separate from Lin Nuan Nuan. Mei Jing, a “Money Worshiper” who can put a price tag on love; Liang Cheng, a “Boy who does not grow up” in love; these young peoples have their own confusion about love and life, and in the process of staggering, they gain strength in each other and embark on the path of dreams together.","False","","2021-12-06","2022-04-04","","True","谈什么恋爱啊","6.684","/zIfx3KAcIy1IktiVocpfYFMetqt.jpg","Scripted","Returning Series","","Drama","","zh","WeTV","CN","普通话","WE tv","China","10"
"18156","Emma","1","4","en","115","7.8","Nothing delights Emma more than meddling in the love lives of others. But when she takes protege Harriet Smith under her wing, her plans can only end in disaster...","False","/t6L5QIqmiHyH94yVbzofoQ7ZHF4.jpg","2009-10-04","2009-10-25","http://www.bbc.co.uk/programmes/b00n8s6x","False","Emma","9.328","/wNttqvbBP6JqfAGSgJGgomYVwu9.jpg","Miniseries","Ended","","Drama, Comedy","","en","BBC One","GB","English","BBC Drama Productions","United Kingdom","58"
"80795","Ultraman","3","31","ja","115","7.083","Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.","False","/vgoeMt2R5DdwK7DCbJJUS2Vkah7.jpg","2019-04-01","2023-05-11","https://www.netflix.com/title/80231373","False","Ultraman","24.889","/5Qn2oAVfIs9juoN4tJ0gnk3aKoK.jpg","Scripted","Ended","","Animation, Action & Adventure, Sci-Fi & Fantasy","Eiji Tsuburaya","ja","Netflix","JP","日本語","Production I.G, Sola Digital Arts, Tsuburaya Productions","Japan, United States of America","23"
"2912","Jeopardy!","40","8560","en","115","6.8","America's favorite quiz show where contestants are presented with general knowledge clues in the form of answers, and must phrase their responses in question form.","False","/1p8DYXNd60KI5j6Tn4pfInFzqrX.jpg","1984-09-10","2023-10-02","http://www.jeopardy.com/","True","Jeopardy!","445.503","/xPssauNTDyrsdeDOzCqo8lr1rC9.jpg","Reality","Returning Series","","Reality","Merv Griffin","en","Syndication","US","English","Sony Pictures Television Studios, Columbia TriStar Television, Jeopardy Productions, Merv Griffin Enterprises","United States of America","30"
"33466","Alice","1","2","en","115","6.622","Alice Hamilton, a fiercely independent twenty-something, watches as her lover Jack Chase is kidnapped and driven into darkness. Desperate to find Jack, Alice puts her trust in a stranger who calls himself White Rabbit and suddenly finds herself on the other side of a looking glass.","False","/9Abb4Rkp3xLYct8mT9c3KoO52P8.jpg","2009-12-06","2009-12-07","","False","Alice","8.889","/2lvWLSOPtsqkgVIfEz9ai7D6TUr.jpg","Miniseries","Ended","Welcome to a whole new Wonderland.","Sci-Fi & Fantasy","Nick Willing","en","Showcase","CA","English","Studio Eight Productions, Reunion Pictures, Alice Productions","Canada, United Kingdom","90"
"75893","V","1","19","en","115","7.0","Once again, Earth is the battleground. But now the aliens whose human guise hides their true reptilian natures are wiser. They believe the secret to their survival on Earth lies in the DNA of the newly born half-human, half-spaceling Starchild. But that's something the world's Resistance Fighters cannot allow.","False","/vDizeMZcsMdx3E7mBmyvlAWZG9U.jpg","1984-10-26","1985-05-24","","False","V","49.927","/Aps7fkPWZbhyUvB0hkZ6NV8LtE.jpg","Scripted","Ended","","Sci-Fi & Fantasy","","en","NBC","US","English","","United States of America","45"
"154494","Lycoris Recoil","1","13","ja","115","8.187","For these peaceful days――there’s a secret behind it all. A secret organization that prevents crimes: “DA - Direct Attack”. And their group of all-girl agents: “Lycoris”. This peaceful everyday life is all thanks to these young girls. The elite Chisato Nishikigi is the strongest Lycoris agent of all time. Alongside is Takina Inoue, the talented but mysterious Lycoris. They work together at one of its branches–Café LycoReco. Here, the orders this café takes range from coffee and sweets to childcare, shopping, teaching Japanese to foreign students, etc. It's mostly tasks unbefitting of Lycoris. The free-spirited and optimistic pacifist, Chisato. And the cool-headed and efficient Takina. The chaotic everyday lives of this mismatched duo begin!","False","/cPqA1G5odxY7uVJ0i81z5E2tSSW.jpg","2022-07-02","2022-09-24","https://lycorisrecoil.com/","True","リコリス・リコイル","26.908","/dfGf0Ti3BEKpBpVCVtEXKTjQjNR.jpg","Scripted","Returning Series","Protecting the public safety of Japan - but which public?","Animation, Action & Adventure, Comedy","","ja","Gunma TV, Tokyo MX, BS11, Tochigi TV","JP","日本語","A-1 Pictures, Aniplex, ABC Animation, Nippon BS Broadcasting","Japan","24"
"95272","Lincoln Rhyme: Hunt for the Bone Collector","1","10","en","114","7.763","Former NYPD detective and forensic genius Lincoln Rhyme was at the top of his game until a serious accident at the hands of a notorious serial killer forced him out of the field. When Amelia Sachs, an intuitive young officer who has a gift for profiling, finds herself hot on the killer's trail, Rhyme finds a partner for this new game of cat and mouse.","False","/x0ys5kgsKVTuhPMntsZTOffj5MO.jpg","2020-01-10","2020-03-13","https://www.nbc.com/lincoln-rhyme-hunt-for-the-bone-collector","False","Lincoln Rhyme: Hunt for the Bone Collector","15.147","/khEwRnZKfPTaXjYqbASB6jaZsEs.jpg","Scripted","Canceled","Every killer leaves a trail.","Crime, Mystery, Drama","VJ Boyd, Mark Bianculli","en","NBC","US","English","Universal Television, Sony Pictures Television Studios","United States of America","45"
"36406","Yu-Gi-Oh!","1","27","ja","114","7.263","A timid young boy who loves all sorts of games, one day solves an ancient puzzle known as the Millennium Puzzle, causing his body to play host to a mysterious spirit with the personality of a gambler.","False","/wiN1nyWtNP1OtQFT1Q0h8Kb3ICa.jpg","1998-04-04","1998-10-10","http://www.toei-anim.co.jp/tv/yugioh/index.html","False","遊☆戯☆王","18.314","/j2PBnjCSbWr9XtJttWYmCkhJ7zM.jpg","Scripted","Ended","","Family, Sci-Fi & Fantasy, Action & Adventure, Animation","Kazuki Takahashi","ja","tv asahi","JP","日本語","","Japan","30"
"223313","Obsession","1","4","en","114","6.614","A respected London surgeon's affair with his son's fiancée turns into an erotic infatuation that threatens to change their lives forever.","False","/dpaaxgmIe0cCId6CVIAOfNqkYm4.jpg","2023-04-13","2023-04-13","https://www.netflix.com/title/81478642","False","Obsession","37.467","/8nQmxCYvidrCMxYCPdhuls94cl9.jpg","Miniseries","Ended","Obsession comes at a cost.","Drama, Mystery","","en","Netflix","GB","English","Moonage Pictures, Gaumont","United Kingdom","0"
"59717","Comedians in Cars Getting Coffee","11","84","en","114","7.202","Jerry takes his comedy pals out for coffee in a selection of his classic automobiles. Larry David sums it up best when he says, 'You've finally made a show about nothing.'","False","/yQDsMnXoBjNl6x6rfwAeITNcLKy.jpg","2012-07-19","2019-07-19","https://www.netflix.com/title/80171362","False","Comedians in Cars Getting Coffee","113.714","/hpK5MsFa7k7RQdClvRglBo0wAoT.jpg","Scripted","Ended","","Comedy, Talk","Jerry Seinfeld","en","Crackle, Netflix","US","English","Sony Pictures Television Studios","United States of America","23"
"34732","Tenjho Tenge","1","24","ja","114","7.803","The story primarily focuses on the members of the Juken Club and their opposition, the Executive Council, which is the ruling student body of a high school that educates its students in the art of combat. As the story unfolds, both groups become increasingly involved with an ongoing battle that has been left unresolved for four hundred years.","False","/kenRcKOBtbrggTv10Szu6ojJltQ.jpg","2004-04-01","2004-09-16","http://mv.avex.jp/tenten/","False","天上天下","14.78","/m9u9tDGT1r2MkNd07XkoJ2w4Zwd.jpg","Scripted","Ended","","Animation, Action & Adventure, Comedy","","ja","tv asahi","JP","日本語","Madhouse","Japan","25"
"102088","How a Realist Hero Rebuilt the Kingdom","1","26","ja","114","7.9","Suddenly summoned to a fantasy world and betrothed to the princess, Kazuya Souma is crowned the new king. Unlike the royalty before him, he won’t be using swords and magic to rule; will administrative reform really get this kingdom back on track?","False","/8WfElKNkyLu8NrvtVkMkWzhkOd5.jpg","2021-07-04","2022-04-03","https://genkoku-anime.com","False","現実主義勇者の王国再建記","18.421","/ymbGZbNjHK4uAy3l29jUBvqeXIX.jpg","Scripted","Ended","","Animation, Action & Adventure, Sci-Fi & Fantasy","","ja","Tokyo MX, BS11","JP","日本語","J.C.STAFF, WOWMAX, Yostar, King Records, Mighty Media, OVERLAP, THE KLOCKWORX","Japan, Taiwan","24"
"62773","God Eater","1","13","ja","114","7.32","In the early 2050s, unknown life forms called “Oracle cells” begin their uncontrolled consumption of all life on Earth. Their ravenous appetite and remarkable adaptability earn them first dread, then awe, and finally the name “aragami”. In the face of an enemy completely immune to conventional weapons, urban civilization collapses, and each day humanity is driven further and further toward extinction. One single ray of hope remains for humanity. Following the development of “God Arcs”—living weapons which incorporate Oracle cells—their wielders are organized into an elite force.","False","/ptiSlEK0UhqUGQxeOlS3rn5FBSn.jpg","2015-07-12","2016-03-26","http://anime.godeater.jp/en/","False","ゴッドイーター","15.156","/5H2XJUqkuLdhoYAxUOpa3NYLo8T.jpg","Scripted","Ended","","Animation, Sci-Fi & Fantasy, Drama","","ja","Tokyo MX","JP","日本語","ufotable, Bandai Visual","Japan","24"
"2289","seaQuest DSV","3","58","en","114","7.0","In the early 21st century, mankind has colonized the oceans. The United Earth Oceans Organization enlists Captain Nathan Bridger and the submarine seaQuest DSV to keep the peace and explore the last frontier on Earth.","False","/emr8hvWSdUM6Uhxc16tlEKJXTse.jpg","1993-09-12","1996-06-09","","False","seaQuest DSV","106.009","/kOMhrTlSUkhv8EGn4LBioAQuAwM.jpg","Scripted","Ended","","Action & Adventure, Sci-Fi & Fantasy","Rockne S. O'Bannon","en","NBC","US","English","Universal Television, Amblin Entertainment","","45"
"5383","Alien Nation","1","22","en","114","7.035","Detective Matthew Sikes, a Los Angeles police officer reluctantly works with ""Newcomer"" alien George Francisco. Sikes also has an 'on again off again' flirtation with a female Newcomer, Cathy Frankel.","False","/npNbRiUGU29nz464ERJiAkxH997.jpg","1989-09-18","1990-05-07","","False","Alien Nation","10.715","/mSnZFa4Yv3dFCMdcyJXjlq0lj4c.jpg","Scripted","Ended","","Sci-Fi & Fantasy, Action & Adventure, Drama","Kenneth Johnson, Rockne S. O'Bannon","en","FOX","US","English","","","47"
"46910","Catfish: The TV Show","8","219","en","114","7.053","Nev and his co-hosts -- from Max to Kamie to celebrity guests -- help people in dubious online relationships track down their baes IRL so they can sort out what's fact and what's fiction.","False","/inWXCPWwDItVbWSeWQMlG8jQBJZ.jpg","2012-11-12","2023-04-25","https://www.mtv.com/shows/55vxjl/catfish-the-tv-show","True","Catfish: The TV Show","199.683","/gy6kqWfIWaVyjU7ifa3KkkTDSHd.jpg","Reality","Returning Series","What lies ahead?","Reality","Ariel Schulman, Max Joseph, Nev Schulman","en","MTV","US","English","Relativity Television, Catfish Picture Company, Critical Content, MTV Entertainment Studios","United States of America","42"
"1486","21 Jump Street","5","103","en","114","6.9","21 Jump Street revolves around a group of young cops who would use their youthful appearance to go undercover and solve crimes involving teenagers and young adults.","False","/59q9Fna0HAEihEXULm6YCsfR5rr.jpg","1987-04-12","1991-04-27","","False","21 Jump Street","193.748","/9w2y0146P5EjLw63FHGWRRpqQ6v.jpg","Scripted","Ended","Too cool for school.","Crime, Mystery, Drama","Stephen J. Cannell, Patrick Hasburgh","en","FOX","US","English","Stephen J. Cannell Productions, 20th Century Fox Television","","45"
"62668","Lovesick","3","22","en","114","7.4","After finding out he has an STI, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.","False","/taogZt8IV2fYnRIVmuUe0trnPpj.jpg","2014-10-02","2018-01-01","https://www.netflix.com/title/80041601","False","Lovesick","20.383","/2JDE4yNnxbHYiZZqnnMyR0u4auv.jpg","Scripted","Ended","","Comedy","Tom Edge","en","Channel 4, Netflix","GB","English","Clerkenwell Films","United Kingdom","24"
"6484","1 Litre of Tears","1","11","ja","114","8.36","1 Rittoru no Namida is a Japanese television drama for Fuji Television about a girl who was diagnosed with an incurable degenerative disease at 15, but was able to continue her life until her death at the age of 25.","False","/8nyyr8W9kfpMkExP0jKSemIhW1K.jpg","2005-10-11","2005-12-20","https://www.fujitv.co.jp/b_hp/tears/","False","1リットルの涙","13.283","/yHG3D2ZElSYU6ji2tJXQapewAT8.jpg","Miniseries","Ended","","Drama, Family","村上正典, 木下高男","ja","Fuji TV","JP","日本語","Fuji Television Network","Japan","48"
"83054","Karakuri Circus","1","36","ja","114","8.167","Narumi is certain that Masaru will be kidnapped by wooden puppets with supernatural strength after fighting them with all his strength.  Masaru inherited his father's wealth which has brought many enemies out of the shadows, too many for Narumi to defend him alone. When Narumi is feeling discouraged, Masaru's watcher, Shirogane, arrives with a powerful weapon, the puppet Arlequin.","False","/HbGe2kVwsmVQuP5yWFfq3w6VZ5.jpg","2018-10-11","2019-06-27","https://karakuri-anime.com/","False","からくりサーカス","14.942","/pUhEiAZXI6OqlUnIbUjlANzY8V9.jpg","Scripted","Ended","","Action & Adventure, Mystery, Crime, Animation, Drama","Kazuhiro Fujita","ja","Tokyo MX, BS11","JP","日本語","Studio VOLN","Japan","24"
"96884","Dragon Quest: The Adventure of Dai","1","100","ja","114","8.158","A long time ago, there was a valiant swordsman who came to be known simply as ""the hero."" There was a demon who has caused people suffering. The hero and his companions arrived to challenge the demon to a battle and by combining their powers, the battle was brought swift conclusion. With no one around to cause trouble, the island became a quiet place where everyone could live together in peace. Several years later, the demon is revived. Our present-day protagonist, Dai, lives on a remote island in the southern seas and dreams of becoming a great hero. When he hears about the demon's revival, Dai and his friends take it upon themselves to stop him and the evil force that revived him. Along the way, Dai discovers the identity of ""the hero,"" the truth behind the evil force who revived the demon, and Dai's own hidden powers that surface in times of peril.","False","/rhXkhRXxaqNFJssbEskwo9UVR5g.jpg","2020-10-02","2022-10-22","https://dq-dai.com/","False","ドラゴンクエスト ダイの大冒険","31.181","/i28TVlLozR09hqkGsSlu5wa1X2J.jpg","Scripted","Ended","","Animation, Action & Adventure, Sci-Fi & Fantasy","","ja","TV Tokyo, TV Aichi, TV Osaka, TSC, TVQ, TVh","JP","日本語","Toei Animation","Japan","24"
"80826","Happy Sugar Life","1","12","ja","114","7.636","Satou Matsuzaka, a girl who has never loved anyone before, falls in love with a girl named Shio Koube. The two girls are drawn to each other, and begin a happy life together. Satou won't let anyone endanger their new life, and would do anything for love, even if it means threatening, confining, or killing someone.","False","/h8EX4uA0itnHWJEsY2E90LCyzck.jpg","2018-07-14","2018-09-29","http://happysugarlife.tv/","False","ハッピーシュガーライフ","16.624","/51nw1Oor0iiXCwp2ieYuY3WQ9vt.jpg","Scripted","Ended","","Animation, Drama, Mystery, Crime","","ja","MBS, TBS","JP","日本語","Ezo'la, Studio Blanc.","Japan","24"
"3291","Manimal","1","8","en","113","7.4","Jonathan Chase was a British college professor at New York University who had the unusual ability to transform into any kind of animal. He used his powers to battle crime alongside pretty policewoman Brooke and Vietnam-war pal Ty.","False","/eLcINExQR0LuDgtD59A46fD3W4l.jpg","1983-09-30","1983-12-17","","False","Manimal","9.975","/k9UBrqYKYiBri7iZcMwf0HSqxis.jpg","Scripted","Canceled","","Action & Adventure, Sci-Fi & Fantasy","Glen A. Larson","en","NBC","US","English","","","60"
"110344","Black Narcissus","1","3","en","113","6.863","Himalayas, 1934. A remote clifftop palace once known as the ‘House of Women’ holds many dark secrets. When the young nuns of St. Faith attempt to establish a mission there, its haunting mysteries awaken forbidden desires that seem destined to repeat a terrible tragedy. Adaptation of the 1939 novel by Rumer Godden.","False","/eHibmWwHC10Z9bA2o1GTDc87ikP.jpg","2020-11-23","2020-11-23","https://www.fxnetworks.com/shows/black-narcissus","False","Black Narcissus","8.454","/3eYusIhAodlw2Lgoh1k8npejW8Z.jpg","Miniseries","Ended","","Drama","","en, hu","FX","US","English, Magyar","BBC, FX Productions, DNA Films","United Kingdom, United States of America","60"
"4549","Yes Minister","3","21","en","113","8.292","Satirical sitcom set in the office of a UK Cabinet minister, Jim Hacker MP, who struggles with Civil Service bureaucracy and political machinations as he tries to get on with government business.","False","/erND13jVv79DZqDNIbaysTcGxq.jpg","1980-02-25","1982-12-23","https://www.bbc.co.uk/programmes/b006xtc3","False","Yes Minister","13.585","/aHIlqouFwRJsQx0rfLSOO5cGrqj.jpg","Scripted","Ended","","Comedy, War & Politics","Jonathan Lynn, Antony Jay","en","BBC Two","GB","English","BBC","United Kingdom","30"
"62302","The simulators","2","31","es","113","8.049","","False","/72XindzdhLOcoRSFbCWUKfZtq2Y.jpg","2008-04-30","2009-11-13","https://www.blim.com/asset/14798/player","False","Los simuladores","14.37","/6pAkIDpMZXf4AiMLxIJjJBCozo9.jpg","Scripted","Ended","","Action & Adventure, Comedy","","es","Canal 5","MX","Español","","","45"
"39796","The Day of the Triffids","1","2","en","113","5.783","The Day of the Triffids is a BBC miniseries adaptation of John Wyndham's novel of the same name. The novel had previously been adapted by the BBC in a 1981 miniseries.","False","/gf1ugzccXshWdKCM7lJ1Z2aaC8r.jpg","2009-12-28","2009-12-29","http://www.bbc.co.uk/programmes/b00pxlsl","False","The Day of the Triffids","8.732","/65NkzdNNlvfwbkCuRcZvZBdtJdf.jpg","Miniseries","Ended","","Sci-Fi & Fantasy","John Wyndham","en","BBC One","GB","English","BBC Wales","United Kingdom","90"
"72581","Room 104","4","48","en","113","5.783","An anthology series set in a single hotel room, where every guest who comes to stay reveals a unique set of circumstances and quirks.","False","/686dTZOJf2UBW9Uoq3m6j32tZfN.jpg","2017-07-28","2020-10-09","http://www.hbo.com/room-104","False","Room 104","25.18","/wOyn9r9VC2pJhXasUKxlpEmCAGV.jpg","Scripted","Ended","Some places change you.","Mystery, Drama, Comedy","Jay Duplass, Mark Duplass","en","HBO","US","English","Duplass Brothers Productions","United States of America","23"
